run_name,lr,seed,epoch,component_index,singular_value,singular_energy,normalized_singular_mass,normalized_energy_mass
final_lr010_seed0,0.1,0,0,0,2154.7880859375,4643111.5,0.1451520025730133,0.837444543838501
final_lr010_seed0,0.1,0,0,1,530.9414672851562,281898.84375,0.03576556593179703,0.050844062119722366
final_lr010_seed0,0.1,0,0,2,303.7205810546875,92246.1875,0.020459389314055443,0.016637779772281647
final_lr010_seed0,0.1,0,0,3,193.28759765625,37360.09375,0.013020343147218227,0.0067383707500994205
final_lr010_seed0,0.1,0,0,4,176.01051330566406,30979.701171875,0.01185651496052742,0.005587585270404816
final_lr010_seed0,0.1,0,0,5,166.6398468017578,27768.837890625,0.011225283145904541,0.0050084651447832584
final_lr010_seed0,0.1,0,0,6,154.27427673339844,23800.552734375,0.010392307303845882,0.00429273396730423
final_lr010_seed0,0.1,0,0,7,127.17776489257812,16174.18359375,0.008567017503082752,0.002917220816016197
final_lr010_seed0,0.1,0,0,8,125.2010726928711,15675.30859375,0.008433862589299679,0.002827242249622941
final_lr010_seed0,0.1,0,0,9,105.9719467163086,11230.0537109375,0.00713853957131505,0.002025483874604106
final_lr010_seed0,0.1,0,0,10,101.98104858398438,10400.1337890625,0.006869702599942684,0.0018757970537990332
final_lr010_seed0,0.1,0,0,11,99.41846466064453,9884.03125,0.006697080098092556,0.001782711362466216
final_lr010_seed0,0.1,0,0,12,97.7612533569336,9557.2626953125,0.006585446186363697,0.0017237744759768248
final_lr010_seed0,0.1,0,0,13,92.2933578491211,8518.0634765625,0.006217115093022585,0.001536341616883874
final_lr010_seed0,0.1,0,0,14,90.63748931884766,8215.154296875,0.006105571519583464,0.001481708139181137
final_lr010_seed0,0.1,0,0,15,87.35601043701172,7631.07275390625,0.005884522572159767,0.0013763615861535072
final_lr010_seed0,0.1,0,0,16,85.79730224609375,7361.17724609375,0.0057795243337750435,0.0013276824029162526
final_lr010_seed0,0.1,0,0,17,81.66117095947266,6668.546875,0.005500903818756342,0.001202757703140378
final_lr010_seed0,0.1,0,0,18,80.27327728271484,6443.798828125,0.0054074120707809925,0.0011622215388342738
final_lr010_seed0,0.1,0,0,19,78.39864349365234,6146.34716796875,0.005281131714582443,0.0011085723526775837
final_lr010_seed0,0.1,0,0,20,76.6455078125,5874.53369140625,0.005163036286830902,0.0010595472995191813
final_lr010_seed0,0.1,0,0,21,73.03816223144531,5334.5732421875,0.004920036066323519,0.0009621584904380143
final_lr010_seed0,0.1,0,0,22,70.93272399902344,5031.451171875,0.004778208676725626,0.0009074865374714136
final_lr010_seed0,0.1,0,0,23,69.28626251220703,4800.5859375,0.004667298868298531,0.0008658470469526947
final_lr010_seed0,0.1,0,0,24,65.92332458496094,4345.884765625,0.0044407625682652,0.000783835886977613
final_lr010_seed0,0.1,0,0,25,64.8287124633789,4202.76171875,0.004367026966065168,0.0007580218371003866
final_lr010_seed0,0.1,0,0,26,63.301517486572266,4007.08203125,0.004264151211827993,0.0007227284950204194
final_lr010_seed0,0.1,0,0,27,60.707740783691406,3685.4296875,0.004089427646249533,0.0006647143745794892
final_lr010_seed0,0.1,0,0,28,59.839508056640625,3580.766845703125,0.004030941054224968,0.0006458371062763035
final_lr010_seed0,0.1,0,0,29,58.81944274902344,3459.726806640625,0.003962227143347263,0.0006240059738047421
final_lr010_seed0,0.1,0,0,30,58.2267951965332,3390.359619140625,0.003922304604202509,0.0006114947027526796
final_lr010_seed0,0.1,0,0,31,58.04130172729492,3368.792724609375,0.00390980951488018,0.0006076048593968153
final_lr010_seed0,0.1,0,0,32,56.648921966552734,3209.100341796875,0.0038160153198987246,0.0005788022535853088
final_lr010_seed0,0.1,0,0,33,55.91238784790039,3126.195068359375,0.003766400506719947,0.0005638492293655872
final_lr010_seed0,0.1,0,0,34,54.38369369506836,2957.586181640625,0.003663423703983426,0.0005334384622983634
final_lr010_seed0,0.1,0,0,35,53.91938018798828,2907.299560546875,0.0036321463994681835,0.0005243686609901488
final_lr010_seed0,0.1,0,0,36,53.65555953979492,2878.919189453125,0.0036143746692687273,0.0005192498792894185
final_lr010_seed0,0.1,0,0,37,53.035858154296875,2812.80224609375,0.0035726302303373814,0.0005073248757980764
final_lr010_seed0,0.1,0,0,38,52.216819763183594,2726.59619140625,0.003517457516863942,0.0004917765036225319
final_lr010_seed0,0.1,0,0,39,51.5898551940918,2661.51318359375,0.0034752236679196358,0.00048003793926909566
final_lr010_seed0,0.1,0,0,40,50.95613098144531,2596.52734375,0.0034325344022363424,0.0004683168954215944
